placeID,corresp,mentions
l2596,0,2
l2597,0,2
l2598,0,2
l2599,0,2
l26,1,16
l260,74,133
l2600,0,11
l2601,0,5
l2602,0,1
l2603,0,1
l2604,0,8
l2605,0,6
l2606,0,4
l2607,0,1
l2608,0,1
l261,1,9
l2610,0,7
l2611,0,4
l2612,0,9
l2614,0,5
l2615,0,2
l2616,0,6
l2618,0,5
l2619,0,13
l262,2,2
l2620,0,1
l2625,0,1
l2626,0,3
l2627,0,3
l2629,0,1
l2631,0,1
l2632,0,6
l2633,0,5
l2634,0,1
l2635,0,2
l2636,0,18
l2638,0,2
l264,1,1
l2640,0,1
l2641,0,1
l2642,0,1
l2643,0,1
l2644,0,4
l2646,0,1
l2647,0,1
l2648,0,6
l265,1,2
l2650,0,13
l2651,0,3
l2652,0,17
l2653,0,18
l2655,0,47
l2656,0,4
l2657,0,1
l2658,0,4
l2659,0,1
l266,9,52
l2660,0,2
l2661,0,1
l2663,0,1
l2665,0,21
l2666,0,1
l2667,0,3
l2669,0,2
l267,47,364
l2670,0,1
l2671,0,23
l2673,0,2
l2674,0,1
l2675,0,1
l2677,0,1
l2678,0,5
l2679,0,4
l268,8,25
l2680,0,2
l2681,0,6
l2682,0,1
l2683,0,1
l2684,0,2
l2685,0,7
l2686,0,22
l2688,0,29
l269,14,65
l2691,0,1
l2692,0,1
l2693,0,3
l2694,0,7
l2697,0,34
l2698,0,1
l2699,0,1
l27,1,2
l270,1,15
l2701,0,19
l2702,0,7
l2703,0,4
l2704,0,1
l2705,0,11
l2708,0,2
l2709,0,1
l2710,0,2
l2712,0,3
l2713,0,1
l2716,0,1
l2717,0,10
l2719,0,7
l272,5,42
l2720,0,2
l2721,0,36
l2723,0,2
l2726,0,12
l2727,0,4
l2728,0,26
l2730,0,11
l2732,0,2
l2733,0,2
l2735,0,18
l2736,0,1
l2739,0,5
l2740,0,15
l2741,0,1
l2742,0,3
l2743,0,1
l2744,0,1
l2745,0,3
l2746,0,2
l2747,0,2
l2748,0,1
l2749,0,1
l275,4,9
l2750,0,1
l2751,0,2
l2754,0,1
l2755,0,1
l2756,0,1
l2757,0,1
l2758,0,5
l2759,0,2
l276,3,24
l2760,0,1
l2761,0,1
l2762,0,1
l2763,0,1
l2764,0,4
l2765,0,1
l2766,0,1
l2767,0,1
l2768,0,5
l277,1,1
l2770,0,29
l2771,0,28
l2772,0,40
l2773,0,9
l2774,0,21
l2776,0,3
l2777,0,1
l2778,0,1
l2779,0,23
l278,5,5
l2780,0,1
l2781,0,4
l2783,0,3
l2784,0,2
l2785,0,1
l2786,0,19
l2787,0,6
l2788,0,1
l2789,0,4
l279,11,50
l2792,0,4
l2793,0,3
l2794,0,1
l2795,0,1
l2796,0,2
l2798,0,2
l2799,0,4
l28,1452,2840
l280,97,334
l2800,0,5
l2801,0,28
l2802,0,7
l2803,0,2
l2804,0,1
l2805,0,23
l2808,0,2
l281,1,4
l2810,0,1
l2812,0,15
l2813,0,10
l2814,0,8
l2815,0,1
l2816,0,1
l2817,0,1
l282,0,1
l2821,0,3
l2822,0,3
l2823,0,1
l2824,0,1
l2825,0,1
l2826,5,84
l2827,0,3
l2828,0,5
l2829,0,49
l283,1,1
l2830,0,9
l2831,0,9
l2832,0,1
l2833,0,1
l2834,0,10
l2835,0,37
l2836,0,24
l2837,0,1
l2838,0,1
l2839,0,3
l284,19,183
l2840,0,2
l2841,0,2
l2844,0,4
l2846,0,1
l2847,0,2
l285,44,88
l2851,0,2
l2852,0,7
l2853,0,4
l2855,0,1
l2857,0,2
l2858,0,12
l2859,0,6
l2860,0,4
l2861,0,1
l2862,0,1
l2863,0,1
l2864,0,2
l2865,0,65
l2866,0,9
l2868,0,1
l2869,0,1
l287,36,44
l2870,0,2
l2871,0,1
l2872,0,1
l2873,0,1
l2874,0,1
l2875,0,1
l2876,0,1
l2877,0,1
l2878,0,1
l288,1,1
l2880,0,1
l2881,0,1
l2882,0,1
l2883,0,2
l2884,0,1
l2885,0,1
l2886,0,3
l2889,0,1
l289,2,7
l2891,0,4
l2892,0,2
l2893,0,6
l2894,0,13
l2895,0,2
l2896,0,3
l2898,0,7
l2899,0,4
l290,1,1
l2902,0,1
l2903,0,2
l2904,0,7
l2905,0,3
l2906,0,4
l2907,0,2
l2908,0,11
l2909,0,5
l291,7,178
l2910,0,3
l2911,0,2
l2912,0,1
l2913,0,4
l2915,0,2
l2916,0,1
l2917,0,1
l2918,0,8
l2919,0,1
l292,1,1
l2920,0,1
l2921,0,3
l2922,0,1
l2923,0,6
l2924,0,3
l2925,0,3
l2926,0,1
l2927,0,11
l2929,0,2
l2930,0,2
l2931,0,3
l2932,0,2
l2933,0,5
l2934,0,12
l2935,0,7
l2937,0,3
l2938,0,2
l2939,0,3
l294,12,108
l2940,0,1
l2941,0,1
l2942,0,1
l2943,0,1
l2944,0,5
l2945,0,8
l2946,0,1
l2947,0,1
l2948,0,1
l2949,0,1
l295,1,2
l2950,0,1
l2951,0,1
l2952,0,6
l2953,0,2
l2954,0,6
l2955,0,1
l2956,0,1
l2957,0,5
l2958,0,1
l2959,0,1
l296,116,290
l2961,0,1
l2962,0,1
l2964,0,1
l2965,0,2
l2966,0,3
l2967,0,3
l2968,0,2
l2971,0,2
l2972,0,1
l2973,0,8
l2974,0,4
l2975,0,2
l2976,0,2
l2977,0,5
l2978,0,11
l2979,0,1
l298,1,2
l2980,0,1
l2981,0,2
l2982,0,2
l2983,0,4
l2984,0,2
l2985,0,1
l2986,0,1
l2987,0,1
l2988,0,1
l2989,0,4
l299,20,20
l2990,0,2
l2992,0,1
l2993,0,1
l2994,0,1
l2995,0,1
l2996,0,1
l2997,0,1
l2998,0,1
l3,3,17
l30,1,1
l300,5,277
l3000,0,1
l3001,0,1
l3002,0,1
l3003,0,1
l3004,0,2
l3005,0,5
l3006,0,4
l3007,0,1
l3008,0,1
l3009,0,1
l301,20,296
l3010,0,1
l3011,0,2
l3012,0,1
l3013,0,5
l3014,0,1
l3015,0,1
l3016,0,1
l3017,0,1
l3019,0,1
l302,1,22
l3021,0,1
l3023,0,1
l3024,0,1
l3025,0,1
l3026,0,3
l3027,0,4
l3028,0,1
l3029,0,25
l303,1,213
l3030,0,1
l3031,0,2
l3032,0,2
l3033,0,5
l3034,0,5
l3035,0,6
l3036,0,1
l3037,0,3
l3038,0,3
l3039,0,1
l304,2,2
l3040,0,2
l3041,0,5
l3042,0,2
l3043,0,1
l3044,0,3
l3045,0,7
l3046,0,1
l3048,0,8
l3049,0,2
l305,4,23
l3050,0,1
l3051,0,1
l3052,0,1
l3053,0,1
l3054,0,1
l3055,0,1
l3056,0,1
l3057,0,3
l3058,0,2
l3059,0,4
l306,2,371
l3060,0,1
l3061,0,2
l3062,0,5
l3063,0,2
l3065,0,4
l3066,0,1
l3067,0,1
l3068,0,4
l3069,0,1
l307,2,154
l3070,0,2
l3071,0,2
l3072,0,1
l3073,0,6
l3074,0,8
l3075,0,7
l3076,0,1
l3077,0,1
l3078,0,1
l3079,0,2
l308,3,11
l3080,0,2
l3081,0,1
l3087,0,1
l3088,0,2
l3089,0,1
l309,1,1
l3090,0,1
l3091,0,10
l3093,0,1
l3094,0,1
l3095,0,1
l3096,0,1
l3097,0,2
l3098,0,1
l3099,0,1
l31,1,2
l310,2,5
l3101,0,3
l3103,0,1
l3104,0,5
l3105,0,9
l3106,0,1
l3108,0,18
l3109,0,1
l311,93,265
l3110,0,1
l3111,0,1
l3112,0,1
l3113,0,3
l3114,0,36
l3115,0,3
l3116,0,5
l3117,0,1
l3118,0,1
l3119,0,1
l312,1,1
l3120,0,1
l3122,0,1
l3123,0,1
l3124,0,1
l3125,0,2
l3126,0,1
l3127,0,4
l3128,0,2
l3129,0,1
l313,1,5
l3130,0,1
l3131,0,8
l3132,0,1
l3133,0,1
l3134,0,1
l3135,0,1
l3136,0,1
l3137,0,1
l3138,0,3
l3139,0,1
l314,3,8
l3140,0,1
l3141,0,1
l3142,0,5
l3144,0,5
l3145,0,2
l3146,0,5
l3147,0,1
l3148,0,1
l3149,0,6
l315,1,8
l3150,0,1
l3151,0,6
l3152,0,1
l3153,0,1
l3154,0,5
l3156,0,2
l3157,0,1
l3158,0,1
l3159,0,1
l3160,0,1
l3161,0,2
l3162,0,2
l3163,0,4
l3164,0,3
l3167,0,5
l3168,0,6
l3169,0,1
l317,1,12
l3170,0,1
l3171,0,2
l3172,0,3
l3173,0,1
l3174,0,1
l3175,0,1
l3176,0,1
l3177,0,1
l3178,0,13
l3179,0,1
l318,1,1
l3180,0,1
l3181,0,1
l3182,0,1
l3183,0,6
l3184,0,2
l3185,0,1
l3186,0,3
l3187,0,1
l3188,0,1
l3189,0,1
l319,5,8
l3190,0,2
l3191,0,1
l3192,0,1
l3193,0,1
l3195,0,1
l3196,0,3
l3197,0,2
l3198,0,1
l3199,0,1
l32,2,7
l320,52,200
l3200,0,3
l3201,0,6
l3202,0,1
l3203,0,1
l3204,0,2
l3205,0,1
l3206,0,3
l3207,0,2
l3208,0,1
l3209,0,3
l321,1,1
l3210,0,1
l3211,0,1
l3212,0,6
l3213,0,3
l3214,0,1
l3215,0,1
l3216,0,4
l3218,0,3
l3219,0,1
l322,1,69
l3220,0,1
l3221,0,5
l3222,0,4
l3223,0,1
l3224,0,1
l3225,0,1
l3226,0,1
l3227,0,1
l3228,0,1
l3229,0,1
l323,2,20
l3230,0,3
l3231,0,2
l3232,0,1
l3233,0,1
l3234,0,1
l3235,0,2
l3236,0,1
l3237,0,1
l3238,0,2
l3239,0,1
l324,1,2
l3240,0,1
l3242,0,3
l3244,0,1
l3245,0,1
l3246,0,8
l3247,0,1
l3248,0,1
l3249,0,1
l325,1,5
l3250,0,1
l3251,0,1
l3252,0,1
l3253,0,1
l3254,0,2
l3255,0,3
l3256,0,1
l3257,0,1
l3258,0,8
l3259,0,50
l3260,0,1
l3261,0,1
l3262,0,1
l3263,0,1
l3264,0,1
l3265,0,1
l3267,0,1
l3268,0,1
l3269,0,1
l327,13,129
l3270,0,1
l3272,0,1
l3273,0,13
l3274,0,1
l3275,0,1
l3276,0,1
l3277,0,1
l3278,0,6
l3279,0,1
l328,1,13
l3280,0,1
l3281,0,1
l3282,0,8
l3283,0,1
l3284,0,1
l3285,0,1
l3286,0,2
l3287,0,2
l3288,0,1
l3289,0,3
l329,2,20
l3290,0,1
l3291,0,3
l3292,0,1
l3293,0,1
l3294,0,3
l3295,0,2
l3296,0,1
l3297,0,2
l3298,0,1
l3299,0,6
l33,0,1
l330,3,14
l3300,0,2
l3301,0,1
l3302,0,1
l3303,0,2
l3304,0,1
l3305,0,1
l3306,0,1
l3307,0,1
l3308,0,1
l3309,0,2
l331,2,3
l3310,0,1
l3312,0,1
l3313,0,6
l3314,0,1
l3315,0,1
l3316,0,1
l3317,0,1
l3318,0,5
l3319,0,1
l332,1,3
l3320,0,1
l3321,0,2
l3322,0,1
l3323,0,1
l3324,0,1
l3326,0,1
l3327,0,1
l3329,0,1
l3330,0,1
l3331,0,1
l3333,0,1
l3334,0,1
l3336,0,1
l3337,0,1
l3338,0,2
l3339,0,1
l3340,0,1
l3342,0,2
l3343,0,1
l3345,0,2
l3346,0,2
l3347,0,1
l3348,0,1
l3349,0,2
l335,18,86
l3350,0,1
l3351,0,2
l3353,0,1
l3354,0,1
l3355,0,1
l3356,0,1
l3357,0,1
l3358,0,1
l3359,0,1
l336,2,44
l3360,0,1
l3361,0,1
l3362,0,1
l3363,0,1
l3364,0,1
l3365,0,1
l3366,0,1
l3367,0,1
l3368,0,3
l3369,0,2
l337,16,71
l3370,0,8
l3371,0,1
l3372,0,2
l3373,0,1
l3374,0,1
l3375,0,1
l3376,0,1
l3378,0,1
l3379,0,1
l3380,0,1
l3381,0,2
l3382,0,1
l3383,0,1
l3384,0,1
l3386,0,20
l3387,0,3
l3388,0,1
l3389,0,6
l339,31,146
l3391,0,1
l3392,0,1
l3393,0,1
l3394,0,2
l3395,0,2
l3396,0,1
l3397,0,1
l3398,0,3
l3399,0,1
l34,0,2
l3400,0,1
l3401,0,2
l3402,0,1
l3403,0,1
l3404,0,1
l3405,0,1
l3406,0,2
l3407,0,1
l3408,0,1
l3409,0,6
l341,1,3
l3410,0,1
l3411,0,7
l3412,0,1
l3413,0,1
l3414,0,1
l3415,0,1
l3416,0,2
l3417,0,1
l3418,0,1
l3419,0,1
l342,2,2
l3420,0,1
l3421,0,1
l3422,0,2
l3423,0,1
l3424,0,2
l3425,0,1
l3426,0,1
l3427,0,1
l3428,0,1
l3429,0,1
l3430,0,1
l3431,0,1
l3432,0,1
l3433,0,1
l3434,0,1
l3436,0,1
l3437,0,1
l3438,0,1
l3439,0,1
l3440,0,1
l3441,0,6
l3442,0,1
l3443,0,1
l3444,0,1
l3445,0,2
l3446,0,2
l3447,0,1
l3448,0,1
l3449,0,1
l3450,0,2
l3451,0,3
l3453,0,1
l3454,0,1
l3455,0,1
l3456,0,1
l3457,0,2
l3458,0,1
l3459,0,1
l3460,0,1
l3461,0,2
l3462,0,1
l3463,0,1
l3464,0,1
l3465,0,2
l3467,0,1
l3469,0,2
l3470,0,2
l3471,0,1
l3472,0,1
l3473,0,1
l3474,0,3
l3475,0,1
l3476,0,1
l3477,0,1
l3478,0,1
l3479,0,1
l348,3,3
l3480,0,2
l3481,0,1
l3482,0,1
l3483,0,1
l3484,0,1
l3485,0,1
l3486,0,1
l3487,0,1
l3488,0,1
l3489,0,2
l349,1,3
l3490,0,1
l3491,0,1
l3492,0,3
l3493,0,1
l3494,0,1
l3495,0,1
l3496,0,1
l3497,0,1
l3498,0,2
l3499,0,1
l35,77,120
l350,1,5
l3500,0,1
l3501,0,1
l3502,0,1
l3503,0,1
l3507,0,20
l3509,0,1
l351,11,13
l3510,0,1
l3511,0,2
l3512,0,1
l3513,0,3
l3514,0,1
l3515,0,1
l3516,0,1
l3517,0,1
l3518,0,1
l3519,0,1
l352,1,35
l3520,0,1
l3521,0,1
l3523,0,1
l3524,0,3
l3525,0,1
l3526,0,1
l3527,0,1
l3528,0,1
l3529,0,2
l3530,0,1
l3532,0,1
l3533,0,1
l3534,0,1
l3535,0,1
l3537,0,1
l3538,0,1
l3539,0,1
l3540,0,1
l3541,0,1
l3542,0,2
l3543,0,1
l3544,0,1
l3545,0,1
l3546,0,1
l3547,0,2
l3548,0,2
l3549,0,1
l355,4,4
l3550,0,1
l3551,0,1
l3552,0,1
l3553,0,1
l3554,0,1
l3555,0,1
l3556,0,1
l3557,0,1
l3558,0,1
l3559,0,1
l356,7,16
l3561,0,1
l3562,0,1
l3563,0,1
l3564,0,1
l3565,0,1
l3566,0,1
l3567,0,1
l3568,0,1
l3569,0,1
l357,1,8
l3570,0,1
l3571,0,1
l3572,0,1
l3573,0,4
l3574,0,1
l3575,0,1
l3576,0,1
l3577,0,1
l3578,0,3
l3579,0,1
l358,2,19
l3580,0,1
l3581,0,1
l3582,0,2
l3583,0,1
l3584,0,1
l3585,0,1
l3586,0,3
l3587,0,1
l3588,0,1
l3589,0,2
l359,0,6
l3590,0,2
l3591,0,1
l3592,0,1
l3593,0,1
l3594,0,1
l3595,0,1
l3596,0,3
l3597,0,1
l3598,0,1
l3599,0,1
l36,2,22
l360,0,54
l3600,0,1
l3601,0,1
l3602,0,1
l3603,0,1
l3604,0,1
l3605,0,1
l3606,0,1
l3607,0,2
l3608,0,1
l3609,0,1
l361,117,508
l3610,0,1
l3611,0,1
l3612,0,1
l3613,0,4
l3614,0,1
l3615,0,1
l3616,0,1
l3617,0,1
l3618,0,2
l3619,0,2
l362,1,5
l3620,0,3
l3621,0,1
l3622,0,1
l3623,0,1
l3624,0,1
l3625,0,1
l3626,0,1
l3627,0,1
l3628,0,1
l3629,0,1
l363,1,8
l3630,0,1
l3631,0,1
l3632,0,1
l3633,0,1
l3635,0,9
l3636,0,1
l3637,0,1
l3638,0,1
l3639,0,1
l364,5,11
l3640,0,1
l3642,0,1
l3643,0,1
l3644,0,1
l3645,0,1
l3646,0,1
l3647,0,2
l3648,0,1
l3649,0,3
l365,1,1
l3650,0,1
l3651,0,1
l3652,0,1
l3653,0,1
l3655,0,2
l3656,0,2
l3657,0,1
l3658,0,1
l3659,0,1
l366,1,7
l3660,0,1
l3661,0,3
l3662,0,2
l3663,0,1
l3664,0,1
l3665,0,1
l3666,0,1
l3667,0,1
l3668,0,1
l3669,0,1
l367,2,96
l3670,0,1
l3671,0,1
l3673,0,1
l3674,0,1
l3675,0,1
l3676,0,1
l3677,0,1
l3678,0,1
l3679,0,1
l3680,0,1
l3681,0,1
l3682,0,1
l3683,0,1
l3684,0,1
l3685,0,1
l3686,0,1
l3687,0,1
l3688,0,1
l3689,0,1
l369,1,7
l3690,0,2
l3691,0,1
l3692,0,1
l3693,0,2
l3694,0,1
l3696,0,1
l3697,0,1
l3698,0,1
l3699,0,1
l37,1,37
l370,1,1
l3700,0,1
l3701,0,1
l3702,0,1
l3703,0,2
l3704,0,2
l3705,0,1
l3706,0,1
l3707,0,1
l3708,0,1
l3709,0,1
l371,1,1
l3710,0,1
l3711,0,4
l3712,0,2
l3713,0,1
l3714,0,1
l3715,0,1
l3716,0,1
l3717,0,1
l3718,0,1
l3719,0,1
l372,3,3
l3720,0,1
l3721,0,1
l3722,0,1
l3723,0,1
l3724,0,1
l3725,0,1
l3726,0,1
l3727,0,1
l3728,0,1
l3729,0,1
l373,1,6
l3730,0,1
l3731,0,1
l3732,0,1
l3733,0,1
l3734,0,2
l3735,0,1
l3736,0,1
l3737,0,1
l3738,0,5
l3739,0,1
l374,1,2
l3740,0,1
l3741,0,1
l3742,0,2
l3743,0,1
l3744,0,3
l3745,0,2
l3746,0,1
l3747,0,1
l3748,0,1
l3749,0,1
l375,25,37
l3751,0,1
l3752,0,1
l3753,0,1
l3754,0,1
l3755,0,1
l3756,0,1
l3757,0,1
l3758,0,1
l3759,0,1
l376,58,106
l3760,0,1
l3761,0,1
l3762,0,3
l3763,0,1
l3764,0,2
l3765,0,1
l3766,0,2
l3767,0,1
l3768,0,1
l3769,0,1
l377,5,52
l3770,0,1
l3771,0,1
l3772,0,1
l3773,0,1
l3774,0,1
l3776,0,1
l3777,0,1
l3778,0,1
l3779,0,1
l378,53,468
l3780,0,1
l3781,0,1
l3782,0,1
l3783,0,1
l3784,0,1
l3785,0,1
l3786,0,1
l3787,0,1
l3788,0,1
l379,3,12
l3790,0,1
l38,19,19
l380,2,2
l381,1,1
l382,3,4
l384,0,1
l386,1,20
l387,2,9
l39,0,35
l391,1,4
l392,2,6
l393,1,1
l394,0,4
l395,1,1
l396,0,47
l397,4,5
l398,1,1
l399,2,12
l4,2,3
l40,1,8
l400,1,1
l401,1,1
l402,1,5
l403,0,2
l404,101,123
l406,0,2
l407,0,2
l408,9,9
l409,10,69
l41,1050,2248
l410,22,338
l411,138,201
l412,6,34
l413,2,2
l414,6,16
l416,1,1
l417,3,4
l42,1,4
l423,1,4
l424,2,6
l425,4,571
l426,1,1
l427,3,12
l428,1,1
l429,7,7
l430,0,2
l431,1,37
l432,2,2
l433,2,3
l434,10,16
l435,3,30
l436,1,7
l439,55,55
l44,1,9
l440,0,44
l441,350,686
l442,1,1
l443,1,1
l445,1,1
l446,1,2
l447,5,6
l448,1,4
l449,1,37
l45,2,41
l451,0,1
l452,0,28
l454,2,2
l455,3,4
l456,1,2
l458,7,21
l459,1,1
l46,6,10
l461,1,1
l462,2,34
l463,1,1
l465,1,1
l466,4,30
l467,1,1
l468,174,205
l469,2,13
l47,1,1
l470,6,9
l471,6,227
l473,418,854
l477,1,1
l478,16,18
l48,2,2
l480,1,2
l482,2,2
l486,11,13
l487,4,21
l488,1,1
l489,25,94
l49,169,260
l491,412,1642
l495,0,6
l496,13,130
l497,3,13
l499,7,8
l5,1,3
l50,2,39
l500,2,3
l501,1,6
l502,1,1
l503,1,30
l505,5,16
l507,1,28
l508,3,3
l509,1,12
l51,1,1
l510,2,15
l512,136,381
l513,23,413
l514,5,29
l515,13,41
l517,23,34
l518,0,15
l519,2,7
l52,1,7
l520,1,153
l522,19,381
l525,45,50
l527,1,1
l528,2,4
l530,1,4
l531,4,6
l532,1,11
l533,1,3
l534,1,1
l535,3,5
l536,1,3
l537,0,18
l538,6,16
l539,2,3
l54,19,19
l540,1,9
l541,11,17
l542,5,6
l543,6,7
l544,1,16
l545,3,5
l546,18,241
l547,1,1
l548,0,3
l549,2,5
l55,2,98
l551,1,1
l552,8,30
l553,4,50
l554,1,5
l555,219,332
l556,0,10
l557,1,1
l558,46,511
l56,6,43
l560,0,3
l562,2,2
l564,0,18
l565,1,1
l566,1,1
l567,3,23
l568,1,4
l569,56,310
l57,0,1
l570,2,29
l571,1,8
l572,6,565
l573,1,2
l574,3,20
l576,1,2
l577,1,1
l578,1,1
l579,1,9
l58,1,2
l580,12,15
l581,1,6
l582,9,82
l583,2,10
l585,26,43
l586,1,39
l587,8234,11589
l59,4,37
l592,0,1
l594,0,171
l596,0,1
l597,0,1
l598,0,1
l599,0,2
l6,0,25
l60,8,8
l603,0,1
l604,0,2
l605,0,1
l606,0,1
l607,0,1
l61,5,90
l611,0,1
l612,0,26
l613,0,5
l614,0,1
l615,0,2
l616,0,4
l617,0,1
l618,0,1
l619,0,220
l62,14,112
l626,0,5
l627,0,3
l628,0,2
l630,0,5
l631,0,167
l632,0,141
l633,0,2
l634,0,3
l635,0,1
l638,0,75
l639,0,1
l64,0,28
l640,0,108
l642,1,36
l643,1,7
l646,0,295
l648,0,523
l65,0,3
l650,0,1
l656,0,1
l66,3,26
l67,1,1
l670,0,2
l673,6,22
l68,1,1
l680,0,1
l688,0,10
l69,20,81
l691,0,160
l695,0,44
l697,0,1
l7,1,7
l70,15,28
l700,0,2
l701,0,21
l71,1,4
l710,0,7
l713,0,11
l714,0,8
l717,0,4
l72,1,1
l722,0,20
l726,0,30
l73,8,30
l734,1,77
l736,0,175
l74,1,1
l743,0,35
l746,0,10
l748,0,13
l749,0,580
l75,1,2
l750,0,3
l752,0,34
l754,0,14
l76,1,12
l760,0,413
l762,14,78
l77,4,4
l771,0,4
l772,0,9
l774,0,257
l776,0,33
l777,0,35
l778,0,5
l78,1,5
l781,1,126
l787,0,7
l788,0,54
l791,0,96
l8,2,2
l80,1,5
l801,5,108
l803,15,311
l805,0,4
l808,0,243
l816,0,4
l82,1,16
l822,4,1540
l825,0,124
l830,9,1239
l832,6,2385
l834,3,1162
l837,0,8
l839,0,2
l84,9,12
l841,0,40
l85,1,1
l850,0,221
l852,8,8
l855,0,3
l859,0,14
l86,7,38
l862,3,1811
l869,0,72
l87,2,2
l873,0,1
l875,0,906
l88,6,11
l882,2,267
l893,1,99
l894,3,92
l895,1,1
l896,1,2
l897,1,1
l898,1,1
l899,1,1
l9,1,9
l90,1,29
l900,1,1
l901,1,1
l904,1,1
l905,1,1
l907,17,117
l908,1,1
l909,2,16
l91,2,8
l912,1,1
l920,0,3
l921,0,39
l922,4,150
l923,1,3
l924,0,1
l93,133,277
l933,0,1
l935,0,7
l939,0,1
l943,0,1
l951,1,26
l952,1,10
l953,2,4
l954,0,9
l955,0,3
l956,0,12
l957,10,20
l958,0,5
l960,0,1
l961,0,12
l962,0,2
l963,0,11
l964,0,28
l965,0,1
l966,0,1
l968,0,41
l969,0,1
l970,0,51
l971,0,14
l972,0,4
l973,0,2
l974,0,7
l975,0,1
l976,0,14
l977,0,16
l978,0,3
l979,0,1
l98,1182,1575
l980,0,1
l981,0,8
l982,0,1
l983,0,20
l984,0,1
l985,0,28
l986,0,9
l987,0,3
l988,0,1
l989,0,1
l990,0,6
l991,0,3
l992,0,22
l993,0,9
l994,0,102
l995,0,5
l996,0,1
l997,0,1
l998,0,14
l999,0,3
